,loan_amount,status,activity_name,sector_name,country,lender_term,num_lenders_total,num_journal_entries,repayment_interval,female_count,male_count,shortage_fund,posted_raised_hours,mpi,population_in_mpi,Education,Health,Living standards,population_in_severe_mpi,borrower_count,class
8625,375.0,funded,Health,Health,Philippines,8.0,2,1,irregular,1,0,0.0,154.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
9453,800.0,funded,Personal Housing Expenses,Housing,Cambodia,22.0,24,2,monthly,1,0,0.0,276.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
1555,925.0,funded,Weaving,Arts,Indonesia,13.0,31,1,irregular,6,0,0.0,540.0,0.024,5.9,24.7,35.1,40.2,1.1,6,0
8369,800.0,funded,Medical Clinic,Health,Tajikistan,20.0,28,1,monthly,1,0,0.0,87.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
15399,350.0,funded,Tailoring,Services,Pakistan,14.0,10,2,monthly,1,0,0.0,152.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
76,925.0,funded,Livestock,Agriculture,Georgia,14.0,34,2,monthly,0,1,0.0,301.0,0.008,2.2,7.4,67.4,25.2,0.1,1,2
14502,450.0,funded,Sewing,Services,Benin,14.0,16,1,monthly,1,0,0.0,97.0,0.343,64.2,33.1,24.8,42.1,37.7,1,1
9930,650.0,funded,Personal Housing Expenses,Housing,Tajikistan,14.0,23,2,monthly,0,1,0.0,1508.0,0.031,7.9,13.4,52.6,34.0,1.2,1,0
10807,950.0,funded,Furniture Making,Manufacturing,Peru,8.0,13,2,monthly,0,1,0.0,68.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
13601,875.0,funded,Decorations Sales,Retail,Nigeria,10.0,20,5,monthly,0,1,0.0,292.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
17553,625.0,funded,Goods Distribution,Wholesale,Kenya,15.0,23,2,irregular,0,1,0.0,73.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
4570,425.0,funded,Construction Supplies,Construction,Nicaragua,14.0,15,1,monthly,1,0,0.0,167.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
12455,200.0,funded,Home Appliances,Personal Use,Cambodia,9.0,8,1,irregular,5,0,0.0,228.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
11891,250.0,funded,Home Appliances,Personal Use,Cambodia,8.0,10,1,monthly,3,1,0.0,152.0,0.15,33.8,30.8,26.4,42.8,11.4,4,3
15348,350.0,funded,Tailoring,Services,Pakistan,14.0,14,2,monthly,1,0,0.0,563.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
5133,100.0,funded,Higher education costs,Education,Philippines,8.0,1,1,irregular,1,0,0.0,72.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
1930,200.0,funded,Weaving,Arts,Philippines,6.0,7,2,irregular,1,0,0.0,31.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
6051,350.0,funded,Musical Performance,Entertainment,Pakistan,15.0,2,2,monthly,1,0,0.0,31.0,0.237,45.6,36.2,32.3,31.6,26.5,1,0
11281,550.0,funded,Metal Shop,Manufacturing,Togo,14.0,17,1,monthly,0,1,0.0,4.0,0.242,48.5,26.4,28.8,44.9,23.2,1,1
5951,775.0,funded,Education provider,Education,Kenya,14.0,10,1,monthly,0,1,0.0,152.0,0.166,36.0,12.3,32.2,55.5,10.7,1,2
7590,600.0,funded,Grocery Store,Food,Kenya,15.0,23,1,irregular,1,0,0.0,294.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
10052,225.0,funded,Personal Housing Expenses,Housing,Philippines,61.0,9,1,irregular,1,0,0.0,78.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
245,300.0,funded,Poultry,Agriculture,Senegal,14.0,12,2,monthly,0,1,0.0,156.0,0.278,51.9,43.6,23.1,33.4,30.8,1,1
6387,400.0,funded,Games,Entertainment,Colombia,14.0,14,1,monthly,1,0,0.0,101.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
11842,175.0,funded,Home Appliances,Personal Use,Cambodia,8.0,7,1,monthly,3,0,0.0,164.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
8049,275.0,funded,Food Production/Sales,Food,Philippines,8.0,9,1,irregular,1,0,0.0,49.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13629,200.0,funded,General Store,Retail,Philippines,11.0,3,2,irregular,1,0,0.0,39.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3755,650.0,funded,Construction Supplies,Construction,Nicaragua,14.0,17,4,monthly,0,1,0.0,338.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
5370,75.0,funded,Primary/secondary school costs,Education,Nigeria,15.0,2,1,bullet,0,1,0.0,148.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
13063,725.0,funded,Retail,Retail,Philippines,8.0,28,2,irregular,1,0,0.0,466.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17585,450.0,funded,Goods Distribution,Wholesale,Tajikistan,9.0,15,1,irregular,1,0,0.0,202.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
5417,250.0,funded,Higher education costs,Education,India,43.0,10,1,bullet,1,0,0.0,49.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
17657,875.0,funded,Wholesale,Wholesale,Pakistan,14.0,24,1,monthly,1,0,0.0,153.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
6678,325.0,funded,Musical Performance,Entertainment,Philippines,14.0,11,1,irregular,1,0,0.0,165.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
286,500.0,funded,Farming,Agriculture,Ecuador,8.0,16,1,bullet,0,1,0.0,297.0,0.015,3.7,23.6,42.4,34.0,0.5,1,2
12762,50.0,funded,Home Appliances,Personal Use,Kenya,8.0,2,1,monthly,1,0,0.0,94.0,0.166,36.0,12.3,32.2,55.5,10.7,1,3
6597,625.0,funded,Musical Performance,Entertainment,Nicaragua,21.0,23,2,monthly,0,1,0.0,96.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
15680,950.0,funded,Taxi,Transportation,Yemen,14.0,18,1,monthly,0,1,0.0,104.0,0.2,40.0,29.5,32.2,38.2,19.4,1,1
153,175.0,funded,Pigs,Agriculture,Philippines,8.0,6,1,irregular,1,0,0.0,119.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
6021,425.0,funded,Games,Entertainment,Pakistan,14.0,17,2,monthly,1,0,0.0,74.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
9990,225.0,funded,Personal Housing Expenses,Housing,Philippines,14.0,8,1,irregular,1,0,0.0,167.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9035,125.0,funded,Personal Medical Expenses,Health,Nicaragua,10.0,5,1,monthly,1,0,0.0,175.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,2
11181,650.0,funded,Manufacturing,Manufacturing,Tajikistan,11.0,12,1,monthly,1,0,0.0,339.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
9607,375.0,funded,Personal Housing Expenses,Housing,Philippines,13.0,15,1,monthly,0,1,0.0,284.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
997,250.0,funded,Pigs,Agriculture,Philippines,13.0,4,4,irregular,1,0,0.0,8.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15576,950.0,funded,Motorcycle Transport,Transportation,Sierra Leone,8.0,30,1,monthly,0,1,0.0,712.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
7915,425.0,funded,Food Production/Sales,Food,Nicaragua,15.0,16,4,monthly,1,0,0.0,684.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
4259,250.0,funded,Quarrying,Construction,Kenya,14.0,9,2,monthly,0,1,0.0,32.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
13117,225.0,funded,General Store,Retail,Philippines,8.0,5,1,irregular,1,0,0.0,347.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
144,350.0,funded,Farming,Agriculture,Philippines,6.0,7,1,bullet,1,0,0.0,66.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12965,175.0,funded,Home Appliances,Personal Use,Cambodia,8.0,7,1,monthly,4,0,0.0,423.0,0.15,33.8,30.8,26.4,42.8,11.4,4,3
7278,725.0,funded,Beverages,Food,Peru,14.0,28,1,monthly,1,0,0.0,471.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
14317,375.0,funded,Services,Services,Kenya,9.0,27,1,irregular,1,0,0.0,2119.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
9356,550.0,funded,Pharmacy,Health,Nigeria,10.0,20,1,monthly,1,0,0.0,15.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
4878,300.0,funded,Primary/secondary school costs,Education,Nigeria,15.0,10,1,bullet,0,1,0.0,806.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
15560,350.0,funded,Transportation,Transportation,Cambodia,15.0,9,3,monthly,1,0,0.0,39.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
6762,725.0,funded,Games,Entertainment,Philippines,5.0,18,1,irregular,1,0,0.0,42.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16557,75.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,1,2,irregular,1,0,0.0,88.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13486,250.0,funded,General Store,Retail,Philippines,14.0,2,4,monthly,0,1,0.0,7.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2974,500.0,funded,Clothing Sales,Clothing,Georgia,15.0,15,1,monthly,1,0,0.0,29.0,0.008,2.2,7.4,67.4,25.2,0.1,1,2
13792,300.0,funded,General Store,Retail,Philippines,8.0,12,1,irregular,1,0,0.0,371.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5736,500.0,funded,Higher education costs,Education,Tajikistan,14.0,18,2,monthly,1,0,0.0,59.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
8254,775.0,funded,Personal Medical Expenses,Health,Mexico,14.0,9,1,monthly,0,1,0.0,124.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
1990,375.0,funded,Crafts,Arts,Philippines,13.0,15,1,irregular,1,0,0.0,115.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
10827,650.0,funded,Furniture Making,Manufacturing,Philippines,8.0,6,2,irregular,1,0,0.0,162.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7069,375.0,funded,Food Production/Sales,Food,Nepal,14.0,15,1,monthly,1,0,0.0,57.0,0.116,26.6,32.2,25.6,42.2,9.3,1,0
10662,225.0,funded,Manufacturing,Manufacturing,Pakistan,14.0,7,2,monthly,1,0,0.0,206.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
16911,275.0,funded,Wholesale,Wholesale,Peru,8.0,11,1,monthly,0,1,0.0,396.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
6575,550.0,funded,Entertainment,Entertainment,Philippines,8.0,3,1,irregular,1,0,0.0,230.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17552,575.0,funded,Wholesale,Wholesale,Kenya,8.0,14,1,monthly,1,0,0.0,112.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
2656,900.0,funded,Clothing Sales,Clothing,Ecuador,8.0,26,2,irregular,1,0,0.0,524.0,0.015,3.7,23.6,42.4,34.0,0.5,1,2
7292,350.0,funded,Fishing,Food,Philippines,13.0,13,1,irregular,1,0,0.0,842.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17017,200.0,funded,Wholesale,Wholesale,Peru,8.0,5,1,monthly,0,1,0.0,62.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
7703,225.0,funded,Food Production/Sales,Food,Ghana,8.0,8,1,monthly,1,0,0.0,23.0,0.147,32.4,27.2,31.5,41.2,11.1,1,0
16867,125.0,funded,Goods Distribution,Wholesale,Indonesia,15.0,5,3,monthly,0,1,0.0,415.0,0.024,5.9,24.7,35.1,40.2,1.1,1,2
13456,675.0,funded,Charcoal Sales,Retail,Rwanda,6.0,9,1,irregular,1,0,0.0,30.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
6807,450.0,funded,Games,Entertainment,Nicaragua,14.0,15,1,monthly,1,0,0.0,98.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
13679,475.0,funded,Cosmetics Sales,Retail,Philippines,8.0,18,2,irregular,1,0,0.0,166.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1693,300.0,funded,Embroidery,Arts,Pakistan,14.0,3,1,monthly,1,0,0.0,293.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
261,625.0,funded,Farming,Agriculture,Kenya,11.0,22,2,bullet,8,5,0.0,757.0,0.166,36.0,12.3,32.2,55.5,10.7,13,3
12093,175.0,funded,Home Appliances,Personal Use,Cambodia,8.0,7,1,monthly,3,1,0.0,301.0,0.15,33.8,30.8,26.4,42.8,11.4,4,3
7602,350.0,funded,Pub,Food,Ecuador,7.0,12,2,irregular,1,0,0.0,76.0,0.015,3.7,23.6,42.4,34.0,0.5,1,0
2590,250.0,funded,Clothing Sales,Clothing,Kenya,8.0,10,1,monthly,1,0,0.0,97.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
15385,250.0,funded,Beauty Salon,Services,Philippines,12.0,10,2,irregular,1,0,0.0,294.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7854,175.0,funded,Fish Selling,Food,Philippines,7.0,7,1,monthly,1,0,0.0,76.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15367,700.0,funded,Photography,Services,Nigeria,10.0,26,4,monthly,0,1,0.0,21.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
11192,375.0,funded,Manufacturing,Manufacturing,Philippines,11.0,15,1,irregular,1,0,0.0,136.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9575,575.0,funded,Personal Housing Expenses,Housing,Jordan,18.0,13,1,monthly,1,0,0.0,708.0,0.004,1.2,31.5,65.0,3.5,0.1,1,0
8971,175.0,funded,Pharmacy,Health,Peru,5.0,3,1,irregular,1,0,0.0,176.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
13718,100.0,funded,General Store,Retail,Kenya,8.0,4,1,monthly,1,0,0.0,243.0,0.166,36.0,12.3,32.2,55.5,10.7,1,0
11629,300.0,funded,Furniture Making,Manufacturing,Philippines,12.0,8,1,irregular,0,1,0.0,217.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3483,500.0,funded,Clothing Sales,Clothing,Mexico,14.0,17,1,monthly,1,0,0.0,112.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
16023,925.0,funded,Transportation,Transportation,Philippines,14.0,19,1,irregular,1,0,0.0,158.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13024,850.0,funded,General Store,Retail,Rwanda,10.0,19,2,monthly,1,0,0.0,125.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
17448,475.0,funded,Goods Distribution,Wholesale,Zambia,20.0,18,1,bullet,0,1,0.0,117.0,0.264,54.4,17.9,29.8,52.3,22.5,1,1
6449,425.0,funded,Entertainment,Entertainment,Uganda,10.0,17,3,monthly,0,1,0.0,172.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
7272,175.0,funded,Restaurant,Food,Sierra Leone,12.0,6,1,irregular,1,0,0.0,84.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
7397,675.0,funded,Fishing,Food,Colombia,27.0,18,1,bullet,0,1,0.0,628.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
5243,350.0,funded,Higher education costs,Education,Armenia,14.0,14,3,monthly,1,0,0.0,92.0,0.002,0.6,3.4,87.8,8.7,0.1,1,2
10520,600.0,funded,Personal Housing Expenses,Housing,Uganda,15.0,18,1,monthly,0,1,0.0,890.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
8257,400.0,funded,Health,Health,Mexico,15.0,15,1,monthly,0,1,0.0,794.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
12260,800.0,funded,Vehicle,Personal Use,Cambodia,14.0,30,1,monthly,1,0,0.0,610.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
6877,250.0,funded,Musical Performance,Entertainment,Philippines,11.0,10,1,irregular,1,0,0.0,224.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16248,150.0,funded,Rickshaw,Transportation,India,43.0,6,1,bullet,1,0,0.0,107.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
3812,375.0,funded,Construction,Construction,Mexico,14.0,10,1,monthly,1,0,0.0,151.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
16702,675.0,funded,Goods Distribution,Wholesale,Haiti,8.0,22,1,monthly,1,0,0.0,793.0,0.242,50.2,24.8,23.4,51.8,20.1,1,1
3621,150.0,funded,Construction,Construction,Peru,7.0,5,1,irregular,1,0,0.0,287.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
15863,150.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,6,2,irregular,0,1,0.0,105.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8603,275.0,funded,Personal Medical Expenses,Health,Tajikistan,15.0,11,1,monthly,1,0,0.0,155.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
230,300.0,funded,Pigs,Agriculture,Philippines,7.0,7,1,irregular,1,0,0.0,19.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
10625,600.0,funded,Manufacturing,Manufacturing,Tajikistan,14.0,22,2,monthly,0,1,0.0,16.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
12475,75.0,funded,Home Appliances,Personal Use,Kenya,14.0,3,2,monthly,1,0,0.0,149.0,0.166,36.0,12.3,32.2,55.5,10.7,1,3
2981,250.0,funded,Clothing Sales,Clothing,Nicaragua,14.0,10,1,monthly,1,0,0.0,29.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
17388,800.0,funded,Wholesale,Wholesale,Zimbabwe,9.0,31,8,irregular,2,0,0.0,123.0,0.128,28.9,10.8,34.5,54.8,7.8,2,1
6903,375.0,funded,Entertainment,Entertainment,Kenya,13.0,15,4,irregular,1,0,0.0,98.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
11747,275.0,funded,Manufacturing,Manufacturing,Philippines,12.0,11,2,irregular,1,0,0.0,103.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2796,675.0,funded,Used Clothing,Clothing,Congo,6.0,26,1,irregular,1,0,0.0,84.0,0.192,43.0,10.6,32.8,56.6,12.2,1,1
3641,500.0,funded,Bricks,Construction,Cambodia,14.0,19,2,monthly,1,0,0.0,375.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
7880,250.0,funded,Food,Food,Kenya,8.0,9,1,irregular,1,0,0.0,27.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
15579,925.0,funded,Motorcycle Transport,Transportation,Kenya,14.0,36,1,irregular,1,0,0.0,274.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
14569,250.0,funded,Tailoring,Services,Pakistan,14.0,10,2,monthly,1,0,0.0,153.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
9631,325.0,funded,Personal Housing Expenses,Housing,India,20.0,9,1,monthly,1,0,0.0,525.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
1271,650.0,funded,Weaving,Arts,Mexico,13.0,22,1,monthly,1,0,0.0,53.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
3055,775.0,funded,Clothing Sales,Clothing,Nicaragua,15.0,30,1,monthly,1,0,0.0,1414.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
9834,350.0,funded,Personal Housing Expenses,Housing,Mexico,14.0,12,1,monthly,0,1,0.0,47.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
9969,700.0,funded,Personal Housing Expenses,Housing,Cambodia,14.0,19,1,monthly,1,0,0.0,234.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
11561,325.0,funded,Furniture Making,Manufacturing,India,14.0,10,1,monthly,1,0,0.0,21.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
17020,700.0,funded,Goods Distribution,Wholesale,Nigeria,10.0,28,2,monthly,1,0,0.0,16.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
6552,625.0,funded,Games,Entertainment,Peru,7.0,24,1,monthly,1,0,0.0,179.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
3210,325.0,funded,Clothing Sales,Clothing,Liberia,11.0,11,1,irregular,1,0,0.0,459.0,0.35600000000000004,70.1,23.0,25.6,51.4,35.4,1,1
9185,925.0,funded,Personal Medical Expenses,Health,Tajikistan,26.0,36,1,monthly,0,1,0.0,594.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
15718,400.0,funded,Rickshaw,Transportation,Philippines,7.0,15,2,irregular,1,0,0.0,97.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
6195,725.0,funded,Games,Entertainment,Sierra Leone,8.0,28,1,monthly,2,2,0.0,561.0,0.411,77.5,25.7,28.5,45.9,43.9,4,1
5096,900.0,funded,Primary/secondary school costs,Education,Uganda,29.0,26,1,monthly,1,0,0.0,169.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
605,500.0,funded,Farming,Agriculture,Cambodia,22.0,12,2,monthly,1,0,0.0,163.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
12727,125.0,funded,Home Appliances,Personal Use,Cambodia,8.0,5,1,monthly,0,3,0.0,149.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
2431,400.0,funded,Clothing Sales,Clothing,Pakistan,14.0,14,2,monthly,1,0,0.0,699.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
3668,700.0,funded,Construction,Construction,Colombia,26.0,26,1,bullet,0,1,0.0,699.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
7567,300.0,funded,Grocery Store,Food,Philippines,11.0,10,1,irregular,1,0,0.0,199.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7834,300.0,funded,Food Production/Sales,Food,Philippines,7.0,10,2,irregular,1,0,0.0,77.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8624,525.0,funded,Personal Medical Expenses,Health,Armenia,26.0,21,1,monthly,0,1,0.0,101.0,0.002,0.6,3.4,87.8,8.7,0.1,1,2
7056,650.0,funded,Cereals,Food,Mali,9.0,18,2,irregular,0,1,0.0,151.0,0.456,78.4,37.9,22.4,39.7,55.9,1,1
1565,300.0,funded,Weaving,Arts,Philippines,13.0,8,1,irregular,1,0,0.0,149.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14702,475.0,funded,Tailoring,Services,Philippines,8.0,8,1,irregular,1,0,0.0,107.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13546,175.0,funded,General Store,Retail,Philippines,7.0,5,1,irregular,1,0,0.0,55.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2023,900.0,funded,Embroidery,Arts,Pakistan,13.0,34,2,monthly,5,0,0.0,23.0,0.237,45.6,36.2,32.3,31.6,26.5,5,1
5222,575.0,funded,Higher education costs,Education,Tajikistan,14.0,9,2,monthly,0,1,0.0,14.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
1621,675.0,funded,Embroidery,Arts,Pakistan,14.0,23,1,monthly,1,0,0.0,115.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
4552,375.0,funded,Construction,Construction,Kenya,15.0,15,4,irregular,0,1,0.0,30.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8919,500.0,funded,Pharmacy,Health,Pakistan,14.0,16,2,monthly,1,0,0.0,78.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
10172,550.0,funded,Personal Housing Expenses,Housing,Indonesia,60.0,14,1,irregular,1,0,0.0,265.0,0.024,5.9,24.7,35.1,40.2,1.1,1,0
6089,425.0,funded,Games,Entertainment,Philippines,14.0,15,2,irregular,1,0,0.0,84.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
344,200.0,funded,Agriculture,Agriculture,Honduras,9.0,8,2,bullet,0,1,0.0,207.0,0.098,20.7,36.6,23.1,40.3,7.2,1,0
14563,425.0,funded,Sewing,Services,Nicaragua,11.0,13,1,monthly,1,0,0.0,244.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
12143,150.0,funded,Home Appliances,Personal Use,Cambodia,8.0,6,1,monthly,4,0,0.0,154.0,0.15,33.8,30.8,26.4,42.8,11.4,4,3
5218,350.0,funded,Higher education costs,Education,Tajikistan,20.0,11,1,monthly,1,0,0.0,105.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
11263,350.0,funded,Furniture Making,Manufacturing,Philippines,7.0,11,2,irregular,1,0,0.0,99.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8330,650.0,funded,Personal Medical Expenses,Health,Tajikistan,20.0,24,1,monthly,1,0,0.0,223.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
9123,850.0,funded,Health,Health,Jordan,18.0,30,1,monthly,1,0,0.0,137.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
4391,125.0,funded,Construction,Construction,Kenya,3.0,10,1,monthly,1,0,0.0,221.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8633,275.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,8,1,monthly,1,0,0.0,82.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
16280,425.0,funded,Motorcycle Transport,Transportation,Philippines,14.0,11,1,irregular,1,0,0.0,358.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17515,950.0,funded,Goods Distribution,Wholesale,Sierra Leone,12.0,35,2,monthly,0,1,0.0,241.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
150,700.0,funded,Livestock,Agriculture,Madagascar,12.0,21,2,monthly,1,0,0.0,148.0,0.42,77.0,31.6,24.5,43.9,48.0,1,1
14834,425.0,funded,Sewing,Services,Nicaragua,12.0,13,1,monthly,1,0,0.0,121.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
15219,275.0,funded,Services,Services,Philippines,8.0,4,2,irregular,0,1,0.0,177.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7631,350.0,funded,Fishing,Food,Philippines,8.0,14,2,irregular,1,0,0.0,105.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17065,525.0,funded,Wholesale,Wholesale,Nicaragua,11.0,10,1,monthly,1,0,0.0,53.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
2178,500.0,funded,Embroidery,Arts,Pakistan,14.0,18,2,monthly,1,0,0.0,129.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
10769,500.0,funded,Furniture Making,Manufacturing,Ecuador,17.0,19,1,monthly,0,1,0.0,74.0,0.015,3.7,23.6,42.4,34.0,0.5,1,0
16703,575.0,funded,Goods Distribution,Wholesale,Nicaragua,14.0,15,1,monthly,1,0,0.0,80.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
15860,125.0,funded,Transportation,Transportation,Philippines,8.0,5,1,monthly,1,0,0.0,37.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5947,650.0,funded,Primary/secondary school costs,Education,Nigeria,15.0,26,1,bullet,0,1,0.0,770.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
14058,650.0,funded,General Store,Retail,Peru,14.0,15,2,monthly,1,0,0.0,12.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
7143,250.0,funded,Fish Selling,Food,Kenya,10.0,9,2,irregular,1,0,0.0,30.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
